,A3TV,ABE,ABG,ABG.P_0,ABG.P_1,ACS,ACX,ACX_0,AENA,AGS,ALT,AMS,ANA,ANA_0,BBVA,BKIA,BKIA_0,BKT,BME,BTO_0,BTO_1,CABK,CAR,CIE,CIN,CLNX,COL,COL_0,CRI,DIA,EBRO_0,EBRO_1,ELE,ELE_0,ENC,ENG,EVA,FAD,FCC,FER,GRF,IAG,IBE,IBLA,IBR,IDR,ITX,JAZ,LOR,MAP,MAP_0,MAS,MEL,MRL,MTS,NHH_0,NHH_1,NTGY,OHL,POP,PRS_1,REE,REE_0,REP,SAB,SAN,SCYR_0,SCYR_1,SGC,SGRE,SGRE_0,TEF,TEM,TL5,TRE,UNF,VIS,VIS_0,ZEL
2013-08-22,,-1.317767923802308,,,,1.3748565797623904,,0.7210160188115433,,,,-1.398041187839567,,-1.0798018375862424,1.131101934784175,,,1.0328987358063157,1.0622184743563952,,,0.5316866636634824,,,,,,,,0.15009082728701778,,-0.8482661284756545,,0.5363141046329226,,-1.4859808016099423,,,1.7386535678980242,-0.602637484793884,-0.8451804903860972,0.7383816233259581,0.16001826473909156,,,0.22272966146258752,-0.2816299227416689,1.7879331421127518,,-0.564179076710901,,,,,-0.25110500930761226,,,-0.942251509771384,-1.2275723443834226,1.7491706640559748,,-1.06044953832688,,-0.10173772242931862,0.576948962299297,0.9623811400378975,,0.3326615862557392,,,,0.1698174935024646,,-0.7232025256544047,-1.5242560405208534,,,-0.724819900453887,
2013-08-23,,-1.426833312394205,,,,1.3704419429799137,,0.821269155175173,,,,-1.5857299327878271,,-0.814408724292514,1.1598418035619922,,,0.8874893647074977,1.1268110835802247,,,0.4248390611199012,,,,,,,,-0.031205823532368605,,-0.16109955541011922,,1.3834938889076824,,-1.1683899291603268,,,1.225969665409427,-0.7351762264141932,-1.2869808313541686,0.2857069319250946,0.9717548127683806,,,-0.07784956127105803,-0.4916465833319839,1.5591987813683057,,-0.8701895481671048,,,,,-0.4092546086025048,,,-0.14182397502903582,-1.6796123938926957,1.4388294030830457,,-0.3998920386729154,,0.16559206468086668,0.3671565373362747,0.8952383572551862,,0.08433271079245121,,,,0.47345639896191455,,-0.9822710333858695,-1.8802223860418046,,,-0.4988354998726335,
2013-08-26,,-1.624624547358156,,,,1.277251858008012,,0.600468785397953,,,,-1.6024118457549748,,0.19993592042752226,1.018266507846377,,,0.7545214722548884,1.2860456332577372,,,0.36402284900655335,,,,,,,,0.03184785179027538,,-0.5526316916953667,,1.2365556154458925,,-1.5070792358053757,,,1.4430240851703646,-0.8363599550729242,-1.3778557537150389,0.24397771754260267,1.1364993057613642,,,0.05916558202804257,-0.5059586660550145,1.2875901733765478,,-1.0293356417024258,,,,,-0.28054624696822666,,,0.21524017521851355,-1.2639542918244762,1.4770604920254484,,-0.9037258741917328,,0.10971581587163987,0.4389158420416237,0.7725966147745231,,0.28902800689477304,,,,0.5613013998240738,,-1.1762229132827529,-1.6428751449767218,,,-0.49944989556154407,
2013-08-27,,-1.6717808872216213,,,,0.9682997526722931,,0.6572984737160136,,,,-1.668993275913356,,0.11283649663817771,1.1061086646914586,,,0.6610683023471557,1.4742925428167424,,,0.5513662604401907,,,,,,,,-0.31869966825707213,,-0.3659177675131727,,0.8583342591642397,,-1.5818094820919166,,,1.6106340664491334,-0.5732930849098751,-1.2900594442208244,0.19414679951851788,0.9087242724917912,,,0.3334641489551811,-0.2622852546512214,1.4955195064664948,,-1.017305918630219,,,,,-0.2620675426002409,,,0.18780721095751682,-1.3878850680657604,1.2605884513335377,,-1.4255487352680831,,0.5372463373955523,0.38218171515157706,0.6795962919545191,,0.26973703692489526,,,,0.5994601444666071,,-1.296572389512385,-1.2940987562536033,,,-0.4323934594422465,
2013-08-28,,-1.6525210443055751,,,,0.677746812956568,,0.4321199505140566,,,,-1.6122303316472089,,0.11878308209906975,0.9496651203789518,,,0.7017412595429645,1.3326774570996425,,,0.6307594835125421,,,,,,,,-0.2872481681916941,,-0.4207147858688471,,1.1946347919641989,,-1.7060627032749867,,,1.6468536514644112,-0.6321647697950581,-1.3355618897587325,-0.29802173582675034,1.0322045027690656,,,0.47822619715540415,-0.42585527281334024,1.3671735981561037,,-0.9145699621954105,,,,,-0.32126375891281533,,,0.4815713726376471,-1.1953492275231306,1.211480309042543,,-1.7633127773010533,,0.8137907548553543,0.37334398580713807,0.4752857897283376,,0.5441383973229225,,,,0.5829935570908639,,-0.9918418920384299,-1.2840659728174586,,,-0.204405781827297,
2013-08-29,,-1.0379079899109185,,,,0.4004079965884301,,0.4189886261243597,,,,-1.1426434549581173,,0.1280814908414414,1.013949918591289,,,0.5817633939481732,1.3728664480094328,,,0.6216404316852302,,,,,,,,-0.06882974943193047,,-0.39785551879436576,,1.1858558036360476,,-2.035792901620471,,,1.76199546336809,-0.8278215827133226,-0.8260575450485831,-0.2531071111491704,0.8483669433198325,,,0.49537940994344365,-0.2690645827225004,1.7061754424813125,,-0.9808941054797996,,,,,-0.47347881704497713,,,0.16681898163702932,-1.537879618945865,1.1593225337335824,,-1.899203846288638,,0.603372835586488,0.3845907147866456,0.45478362832574054,,0.6307109064139661,,,,0.4898337746204629,,-1.2241226383799546,-1.4292505151734454,,,-0.02099476597893446,
2013-08-30,,-0.5713907384204291,,,,0.339721829791277,,0.7670061687387972,,,,-0.7320938215488596,,0.8075466113036033,1.073002261555385,,,0.5560032774898944,1.388200458866468,,,0.5852542947971805,,,,,,,,-0.03217416410615692,,-0.25023735665875774,,0.853906193584885,,-2.086294730978112,,,2.035794135815784,-0.8819736098449864,-0.5589664132407792,-0.3520581796250586,0.20327182077745734,,,0.11214825545350654,0.012193221054700694,1.2466001369099073,,-0.9809526353468223,,,,,-0.4171867059669771,,,-0.09429465242561677,-1.6130293253366021,1.1684295091265098,,-2.4450955172144573,,0.4973821661829229,0.5495232754713673,0.5586025268123465,,0.582039788713998,,,,0.31640578155046106,,-1.3629991832851742,-1.299961282422342,,,0.025676602424675996,
2013-09-02,,-0.5049016307320561,,,,0.2207886499974276,,0.3582293434094028,,,,-0.467955810615086,,0.36477451671799405,1.2064737511439678,,,0.4761225843552984,1.8015506308677818,,,0.6075572223561819,,,,,,,,0.23236572772531822,,-0.479828329000142,,0.7014202308164452,,-1.8139696206679747,,,2.0844022079373743,-0.788458246202555,-0.9233116947049059,-0.17594795574691496,0.0426525639079019,,,0.17672114243805986,0.1877666728070981,1.3453723005668654,,-0.920171656199873,,,,,-0.13040514480922352,,,-0.11709128373499654,-1.749039482387659,1.1007876932818512,,-2.4581721337711824,,0.4345372710055927,0.5244351429558713,0.5948995997345136,,0.5674517698158194,,,,0.1967954437932634,,-1.4311717169827258,-1.3056561068867865,,,0.040976346808055404,
2013-09-03,,-0.5553042017337734,,,,0.16226802703687848,,-0.012983102606098926,,,,-0.0414029661507737,,0.3351879285177499,1.0323280496437555,,,0.3941889030534478,1.5283627187775575,,,0.6397732926441908,,,,,,,,0.17473549832718893,,-0.32560433012493234,,0.5657592128940673,,-2.4280780453337907,,,2.3261164915083214,-0.7545264532984836,-0.9080270604483586,-0.09795177095735283,-0.08951071631214415,,,0.07663533169545257,0.4344465612261898,1.60834343908841,,-0.6944493470423184,,,,,-0.1564479595288994,,,-0.18501194522524858,-1.6539892450087232,1.255893400847254,,-2.2607463274227895,,0.3644484996567569,0.5119688586306417,0.3322222569362529,,0.5517029625688572,,,,-0.10115962349041163,,-1.0611794405663564,-1.2744243832738908,,,0.3064154854713715,
2013-09-04,,-0.701635972320166,,,,-0.15075576592379264,,0.49895410482472674,,,,-0.11604048964260306,,0.4317623056005472,1.0540621518891455,,,0.5993212173837823,1.4671168172546065,,,0.4530733669194307,,,,,,,,0.1644139062916686,,-0.6242323277025145,,0.6949937303167256,,-1.7621495094047805,,,2.4429205993640366,-1.2159562385201,-1.0824186291369673,-0.22851907799571844,-0.08515453549100728,,,0.2162474569169121,0.68308078902866,1.773634927390726,,-0.8684038774819464,,,,,0.07570483914697852,,,-0.701043658155936,-1.7935228722495289,1.2295762073787264,,-1.8406757742798998,,0.49928615565486617,0.5400033585877344,0.2186860567602867,,0.07305769265519134,,,,0.11667658356380049,,-1.0160322695203303,-1.3328285569898355,,,0.28679728788657527,
2013-09-05,,-0.5332644736759419,,,,-0.06025691744111039,,1.0239298213879782,,,,-0.597174387073998,,0.3100778840722823,0.9229345645210117,,,0.25808678446714595,1.552361890350578,,,0.2407370370568547,,,,,,,,0.28357563891023496,,0.02468020828589688,,0.4954335219710182,,-1.7406947236984815,,,2.34212014392983,-1.2232675016193932,-1.2297536115728576,0.1345209237383466,-0.31405238193775603,,,-0.20103955145954241,0.4208312830309586,2.066651982356726,,-0.6500131542731129,,,,,0.16351169803503957,,,-0.5424561360107837,-1.6014714135315544,1.3149739990126312,,-2.139654555238578,,0.3733021616842644,0.4281642495129634,-0.18697931479513608,,0.031544637541411576,,,,0.07769423053429861,,-0.4530621698350731,-1.4155469570975854,,,0.42355458886143343,
2013-09-06,,-0.473238996157598,,,,0.12748968741937652,,0.9196763951560447,,,,-0.5439486779412734,,0.6142471471261671,0.7474520128037541,,,0.05411618838086361,1.8292731264570419,,,0.07554111632693203,,,,,,,,0.43336955467170785,,0.18236158336140978,,0.7292663763221947,,-1.6697327422588546,,,2.189721939091339,-1.2700807343876575,-1.1148161817051325,0.113150115776491,-0.5572082832600165,,,0.1719209309399852,0.49636937120585517,1.8782588665948352,,-0.6645366830206901,,,,,-0.03881620275619823,,,-0.9947173646218346,-1.6391014775474613,0.8757746993006543,,-1.9939836423967434,,0.21989353694612934,0.5002679797578866,-0.245066114337109,,0.25881173712674826,,,,0.04253347762428789,,-0.3595341321004365,-1.710149054811981,,,0.8154344449132835,
2013-09-09,,-0.5729973726778874,,,,-0.050435476484976996,,1.0396928819803246,,,,-0.48607577294669385,,0.6664057567469198,0.8168321582358105,,,0.3641702043001529,1.5001972457336858,,,0.4431015142899513,,,,,,,,0.1940545520808482,,-0.4141134472939624,,0.6384063570042325,,-1.807709565299157,,,1.7438193991763586,-1.5240833925916653,-1.1859811240637699,0.25869492611008565,-0.36475982480533237,,,0.46795161328868823,0.3018282147330022,1.8211958144372742,,-0.5820795267229861,,,,,0.07114906226268355,,,-0.736440145453669,-1.611729807530356,1.2342915832614545,,-2.330533817380454,,0.06258592196617387,0.7753706218219208,-0.19688280693406376,,0.3200849913644188,,,,0.05389387344154467,,-0.028959726732302453,-1.5812072262307977,,,0.7002623409125425,
2013-09-10,,-0.7411969888986673,,,,0.22235160716841085,,0.8549339890898476,,,,-0.9866860979381804,,1.107185467053436,0.963538900192213,,,0.24287293258596937,1.257181976835174,,,0.4294299995297328,,,,,,,,-0.27029323761628027,,0.023780465329359055,,0.5194151267426115,,-1.9222798252564492,,,1.8746544840650865,-1.1408178207020214,-1.1226483149174948,0.5931167883151978,-0.35515174301458985,,,0.5522714637285672,0.3291546547785685,1.534952988615074,,-0.5105779511108952,,,,,0.2010340722417226,,,-1.1501940192019988,-1.587529295065199,0.9775852151810184,,-2.1941103587291595,,-0.002094338893321582,0.7939710438278725,-0.01988278791154001,,0.32900216415608946,,,,-0.008974505210433232,,-0.24549834547273258,-1.5957247303547417,,,1.047227020857757,
2013-09-11,,-0.3381488162064538,,,,0.4862063576059828,,0.9366480846983996,,,,-1.8807227261346713,,1.3622881630407553,0.9142172013615317,,,0.25656141799056054,0.8221874668783598,,,0.7322852126375947,,,,,,,,-0.498201291843498,,0.09665634877350512,,0.2893886371714234,,-2.3300162552789336,,,1.8622801774201065,-0.0797512069424625,-1.3055076644064085,0.24256134340879773,-0.27948247315929575,,,0.4296948452933918,0.5804876714016609,1.3797564151799122,,-0.5727754586545291,,,,,0.08510026686090004,,,-1.2562263655290171,-1.4813488756239863,0.8795228177466764,,-2.052799172840468,,-0.18906008279113737,1.0676663047289952,-0.026452941546875976,,0.4733205332999387,,,,0.026625527524763763,,-0.5390807533848938,-0.7406039589511432,,,0.6467232502705144,
2013-09-12,,-0.25702983755764736,,,,0.6673227230297532,,0.9488528919583342,,,,-1.5789973957569807,,1.3349491992336213,0.9281731719496188,,,0.04842524084027401,0.9684699904478018,,,0.5495720337841502,,,,,,,,-0.24621616946809669,,-0.046505036223346424,,0.02829252622700875,,-2.3069667418714306,,,1.8261068114406462,-0.23030568234874632,-1.8201350081131422,0.24506931568706541,-0.33568138267909353,,,0.4511474235261562,0.5087587296031055,1.702657499823107,,-0.9365150702204251,,,,,0.4803954287627845,,,-1.2509179736913316,-1.3314417601174444,1.0116913571311907,,-1.8146801265497223,,-0.2971991589204355,0.9851495263167603,0.06620248533901817,,0.5202117721190375,,,,0.03455700094448559,,-0.40371538810529817,-0.5622099933509943,,,0.11251159681021938,
2013-09-13,,-0.0402646966326232,,,,0.4475898634471464,,0.5595384367256386,,,,-1.7043660494673152,,1.1273028952407806,0.9057269156846703,,,0.24799980089143217,1.1458412747492233,,,0.4559380944597144,,,,,,,,-0.5276702899900478,,0.11333054104276244,,0.27939346029915246,,-1.9917962865644312,,,1.5152195995869933,-0.20859956678813674,-2.185589429335594,-0.3372170556742265,-0.4346655615615842,,,0.2805598681221829,0.7159660152896624,2.3446618830173964,,-1.2260653096240897,,,,,0.6066712683310195,,,-1.3587691961207995,-1.0086391724306587,0.9286057572308419,,-1.3917824225222157,,-0.36751709323844817,0.37045178289076236,0.03076595132318542,,0.9790027226976709,,,,0.09569876871103655,,-0.32605305499164383,-0.3207362219183595,,,0.27946650711890697,
2013-09-16,,0.03924348903446327,,,,0.23291442892801498,,0.7508350851727269,,,,-1.0639235053133642,,0.9129076227450748,1.149168932422114,,,0.19378795965271803,1.2987955197772985,,,0.3204252150100882,,,,,,,,-0.6645245938342136,,0.0709450330954288,,0.68176718148845,,-1.9522870752575545,,,1.1746974729767454,-0.4365732561808509,-2.0256437910101353,-0.5619363058737024,-0.4771586366495551,,,-0.6781366453481205,0.8522316323762594,2.0822648348862853,,-1.2463158059023618,,,,,0.5890737189619517,,,-1.1175166410985389,-1.0346035027111766,0.6731958769321968,,-1.5261198601262367,,-0.8347097253876874,0.46179605444581695,0.13253914687341314,,0.9491747729636547,,,,0.24531193897433115,,-0.941123443930827,0.3753282646760952,,,1.374168607231195,
2013-09-17,,-0.395128795996035,,,,0.3365193999661231,,0.4639969964453728,,,,-1.2534091800755511,,1.0279635946144434,1.2334361536570364,,,0.37632464512140396,0.9652124822445187,,,0.34996443532656496,,,,,,,,-0.3977835191277483,,-0.05646271078464824,,1.140345230108604,,-1.537601565960789,,,1.2181952173672734,-0.2926805526539361,-2.1765793953607977,-0.34278431383212593,-0.5446248612254312,,,-1.1271701881534824,0.4020956380924491,2.111283342648383,,-1.2717543338835025,,,,,1.0515881705521009,,,-1.1022585243906804,-1.0921350468508157,0.5650323744721255,,-1.2601433129805066,,-0.8283281950887874,0.37400184174582085,-0.006211839258686205,,1.195647397796788,,,,0.22463987638307617,,-0.9539178714634183,1.1135527944703338,,,0.48917461607451757,
2013-09-18,,-0.1331291854592071,,,,0.4210509001240491,,0.6131181531952506,,,,-1.150351617532352,,0.6345082513787607,1.6014715191300761,,,0.5454189591493355,1.8400189960450508,,,0.1835450405027039,,,,,,,,-0.04826446302090782,,-0.3137760431026291,,0.9899482792098461,,-2.1225038842875192,,,1.1618474876142786,-0.10954267557357097,-1.8800812624052812,-0.495229569811542,-0.48704002383258715,,,-0.8038894544438647,0.6181382250233943,1.550816916356108,,-1.3710141592238814,,,,,0.9991040624944899,,,-1.636155917371122,-0.7694585162016582,0.2540463439194857,,-0.9409128947047668,,-1.1190103861968324,-0.012026744152154321,0.1614337154734352,,0.9476408776787987,,,,0.1920351974633498,,-0.7918649225002545,0.7880773051262728,,,0.6820314899354455,
2013-09-19,,0.3606163097846372,,,,0.29644119311503525,,0.8600413841085371,,,,-0.6729218499749859,,0.361357358634658,1.4968791144127673,,,0.7499128551874125,1.5274083274480617,,,0.23850269712280947,,,,,,,,0.29360537061579745,,-0.46293943712581703,,0.6731169682280085,,-1.6891561858009074,,,0.8655012082471973,-0.7581768596543675,-1.5668808337521798,-0.5419579276904588,-0.30795769742417045,,,-0.7587073276602814,1.1729584513088918,1.752239220376526,,-1.853810727077215,,,,,0.9205343749038057,,,-2.1187399918453766,-1.0018191844821958,0.38550849284773336,,-0.9868927012767645,,-0.4836282915095899,-0.3404544826649686,0.22909705123245147,,0.9554830580091306,,,,0.24398362162716078,,-1.0410991457632455,0.15961989392900158,,,1.042335692562904,
2013-09-20,,0.6277173483530377,,,,0.4632067033506194,,0.32580903515264625,,,,-0.04964149629715668,,0.14175142774009764,1.321420088500008,,,0.653122249375154,1.5258846604127954,,,0.4384210848956686,,,,,,,,0.20331468930815358,,-0.5269529144582228,,1.084983687169625,,-1.4744710313614624,,,0.46988871292414125,-0.473558434218798,-1.3625589262567308,-0.3955417781575463,-0.6475817984100659,,,-0.8906496541906286,1.117220607975475,1.8878458350881533,,-1.669208925677558,,,,,-0.3637071347762587,,,-2.3700071345006943,-0.9595148313067341,0.3975336731964975,,-0.7802466164654253,,-0.4149893483530292,-0.5460260606230625,0.1831296050766596,,0.796638048300272,,,,0.08817853534453254,,-0.9114012506068166,0.05740167736200487,,,2.05258966613465,
2013-09-23,,1.322297579262346,,,,0.036194642571631915,,0.04121096568914396,,,,0.29674426526264674,,-0.09447249649636476,1.4441495095806354,,,0.5508761700706443,1.4255568783201875,,,0.26153535743984313,,,,,,,,0.2647118549956621,,-0.1270995404874746,,0.9441087611635018,,-1.1123227452199718,,,-0.06544018048373659,-0.7047429783867403,-1.6701366612550046,0.18404762338452513,-0.6096513322593529,,,-0.8199426550647807,1.3961226757492713,1.9912787848231759,,-1.7005289011024125,,,,,-0.6594863233557636,,,-2.121288803806642,-1.3455042797806671,0.5340304262112235,,-0.8446691470437245,,-0.6206019863478535,-0.41733781814914983,0.16928093186703927,,0.9666111064489441,,,,0.27449414406360817,,-0.7029849067824853,-0.047437824787783134,,,1.5603969039058774,
2013-09-24,,1.419221511450284,,,,-0.004940260810075127,,-0.4248331766817439,,,,0.29596555277561915,,0.09418663465283969,1.4869975699306406,,,0.03267830349995313,1.5808496830729353,,,0.262930019306499,,,,,,,,0.2641576869839435,,-0.20367580602082905,,0.7834241279106426,,-0.5450731829448244,,,0.5360636861257884,-0.38818076060457485,-1.7686328456857767,-0.08712958007047776,-0.49778942311109364,,,-1.0530278680098897,1.3694764747762043,2.0917766843298495,,-1.499900664971698,,,,,-0.7445852075196862,,,-2.5067555041868044,-1.2773464865744788,0.3321699663701758,,-0.8711112147132128,,-0.5433799450596112,-0.4746786109285652,0.2556762794965347,,0.9480701804316276,,,,0.20869921712865275,,-0.2156054872248247,-0.10114114890875536,,,1.245443595784728,
2013-09-25,,1.3353602842915364,,,,0.3155747840485002,,-0.1578766862921933,,,,0.27539681102549096,,0.055978062749382114,1.3831581695669477,,,-0.16172134471629498,1.6106524856452784,,,0.02709702799324225,,,,,,,,-0.5231439330469768,,-1.579462920846246,,0.6566615411805168,,-0.5666211560138626,,,1.0300982715582763,-0.25172494202982415,-1.889174575001827,0.4182385929488794,-0.37285576687721417,,,-1.7987328875904915,1.494376727309394,2.1226345104321127,,-1.6277737582526526,,,,,-1.0574413595395111,,,-1.087908025365134,-0.8170400740327628,-0.3998940867822701,,-0.3535200556933887,,-0.15965347530803595,-0.6339708157645801,0.22747750850275034,,0.8350660229404229,,,,0.24435258702287513,,0.5122566851531167,-0.31932778407548196,,,1.2134635748600253,
2013-09-26,,1.711443729477604,,,,-0.1417694011861823,,-0.19195632023085507,,,,0.15087366693442936,,-0.10767702397461473,1.3374746900001582,,,-0.37009286441045625,1.3117000065087323,,,-0.0501098912042802,,,,,,,,-0.4030363785822164,,-1.397114723319164,,0.6334380820866178,,-0.08298803279367102,,,1.1855051263571,-0.5946966440748013,-1.965055385353262,0.524966916734074,-0.3323501028740007,,,-1.6494114766431809,1.2062294759809746,2.270450815794998,,-2.0229029841188666,,,,,-0.8307783607077946,,,-0.8870466671043103,-0.6367582640096953,-0.46082024469148675,,-0.2418552386827429,,-0.18414153802351488,-0.5892840135919275,0.4165612385609877,,0.8878243222170794,,,,0.5432124214763991,,0.7686408638198492,-0.6037281335549725,,,0.795252333182994,
2013-09-27,,1.997982584894147,,,,-0.023611946116232924,,0.007597274991206138,,,,0.5412585244524323,,-0.4272003510614051,1.0771293023664374,,,-0.2623000424342775,0.955509110022039,,,-0.1438882714003403,,,,,,,,-0.4569254305420087,,-1.2175454444397393,,0.5351291381964385,,-0.15753266144914374,,,0.9577071027020473,-0.5700567546722164,-1.6212016860746212,0.7847419981338255,-0.3244875779533412,,,-1.7210782070189212,1.5657681367256002,2.1245588731188776,,-1.8177104964969948,,,,,-1.1139919112871925,,,-0.9623126486734384,-0.5318638930255417,-0.774107230767298,,-0.39027548480821606,,-0.11442053263537168,-0.8757404206292834,0.27181008939828044,,1.0061215424746648,,,,0.7160592028011761,,0.6491246274324278,-0.7058873719483458,,,1.021640855724333,
2013-09-30,,2.022348361382664,,,,-0.04316137022154935,,-0.07915377398345244,,,,0.7781307608543505,,-0.5598321852996161,1.4532120112782434,,,0.23467702119674222,1.1963938274063932,,,0.23402835700098296,,,,,,,,-0.4419994905800585,,-1.154761309140188,,0.48112389673773615,,-0.4739485575738539,,,0.9040132456889088,-0.5580136630110687,-1.6226916307493284,0.591187940441563,-0.45447350656003016,,,-2.1325241971782747,1.3575778855925793,1.4926210957413288,,-1.8531452408466997,,,,,-0.8621520832525126,,,-0.6790815374643631,-1.0262180645319836,-0.733439219142045,,-0.31114389357031175,,0.016028840956387406,-0.5462437204829376,0.5134650155275006,,0.82254299598285,,,,0.9817553690726436,,0.513919525759741,-0.9287313469233939,,,0.8676886398910549,
2013-10-01,,2.0027076522332656,,,,0.41500930519417406,,-0.18331261430605506,,,,0.5185773639968295,,-0.6586063190655519,1.4422694766391215,,,0.4432825686892725,1.1835856528337438,,,0.673924784606803,,,,,,,,-0.5706451958448654,,-1.3176193067552295,,0.22120478300696714,,-0.5805478047947925,,,0.878804427771284,-0.3782121583828674,-1.8255036207055677,0.2835517201751497,-0.44784961414805013,,,-2.0962124504905173,1.1530465935255356,1.1180745670655663,,-1.8969062176499818,,,,,-0.7321320345509882,,,-0.8798491484262848,-0.4739156251207296,-0.7024677443395984,,-0.24203595701573705,,-0.0774203075186992,-0.5983538976922222,0.7650113937895371,,1.3686464195334183,,,,1.1524732808195113,,0.5472053683555493,-0.8593987087143139,,,0.3536133672863157,
2013-10-02,,2.298202610251387,,,,-0.49311440142158147,,0.5980290173840335,,,,0.23144115195323697,,-0.6853711239444327,1.560169285517177,,,0.16343815935052997,0.9058784517743769,,,0.6744453592022738,,,,,,,,-0.6852385971350851,,-0.9967000514959881,,0.36740017990631857,,-0.28689459421624164,,,0.6376670100662613,-0.18552982158684728,-2.140785873242641,0.20241014708925764,-0.4576478317970833,,,-1.745578743505159,0.9138291408262018,1.322545846984526,,-1.8356680827122722,,,,,-0.6289345276947215,,,-0.772303929449753,-0.386111967254939,-1.1356614537402236,,0.07887046850006334,,-0.24722397786922898,-0.48218127427445834,0.8588170996382318,,1.32137725893747,,,,1.3712451751544854,,0.44340394229377844,-0.7816886334927765,,,-0.0025354199961680887,
2013-10-03,,2.283033345214236,,,,-0.18011415211151002,,0.5131259458977404,,,,0.06516195836740972,,-0.7170918368083542,1.5002416875887317,,,0.09935963035822104,0.9921357957452505,,,1.007225258665855,,,,,,,,-0.3220077999630259,,-0.8863618891613154,,0.20860562810611982,,-0.7688653259665651,,,0.14327484023159726,-0.30449276560709415,-1.7904691279174434,0.24106559652772636,-0.7339085953580137,,,-1.330057056534713,0.9054736444411483,1.4772187065688662,,-1.848155084062043,,,,,-0.6430912529954219,,,-1.065173335112235,-0.3236545874741809,-1.2537749106515952,,0.01901279859202646,,-0.4661582110030911,-0.4895073771783108,0.7900636487532249,,1.4657225913619314,,,,1.5513170270432899,,0.3797475526963933,-0.9477336077857395,,,0.42883125953088536,
2013-10-04,,2.475667594753025,,,,-0.19737915960520044,,0.32514724303367465,,,,-0.3346451064614639,,-0.7895890465400112,1.3756185798180562,,,0.3501671298709464,0.8956846073908836,,,1.2737282526093692,,,,,,,,-0.42844733747518593,,-0.7345099687991432,,0.011227613041378759,,-0.6294445231987672,,,0.0747845973557859,-0.4476376154989791,-1.9286600216459404,0.03959507202141753,-0.8742830588560033,,,-1.2655615250796548,1.0951696255067396,1.2490435719401929,,-1.4994877769986998,,,,,-0.8765523194372021,,,-0.9106997313431355,-0.4365827965060247,-0.869313801031446,,0.22294340937637733,,-0.5668656972232874,-0.45554410338522555,0.9711310166473354,,1.3661164638925263,,,,1.6618537473532784,,0.23671930501346952,-0.9987077118143607,,,0.6193134712752743,
2013-10-07,,2.782231659249272,,,,-0.19951340295145448,,0.590962519397713,,,,-0.4257312530222321,,-0.7128061172160494,1.3813415939969114,,,0.7689517670939595,0.46344816900358776,,,1.2800761599398147,,,,,,,,-0.4636533491529622,,-0.5178171865386965,,0.017121719824506058,,-0.48887717540827835,,,-0.13756767026774103,-0.413822985554318,-1.8485926714844527,-0.18690189255544212,-0.8348716717088335,,,-1.778067981300797,0.6545220229855649,1.166837857638497,,-1.4097308748882658,,,,,-0.4398614262034225,,,-0.5449401183795582,-0.778168136407665,-0.8610584580391515,,0.7426473446547329,,-0.6703228496918737,-0.5272812002542054,1.0504803683352333,,1.2377224838006349,,,,1.3267752414088536,,0.5826182650513692,-0.9735892292124445,,,0.1674384778571847,
2013-10-08,,2.614669704060974,,,,-0.08878507282250675,,0.30614643816865145,,,,-0.5520448292533163,,-0.7593611125933021,1.4655802574211279,,,1.3633685490196732,0.4908714367850211,,,1.1137650969950832,,,,,,,,-0.374928375112612,,-0.6450650072744835,,0.2777698553336305,,-0.41290050262093625,,,-0.23394894709809713,-0.5072175517608273,-1.5680655573369326,-0.18042130845081908,-0.8103503334150756,,,-2.1065634215485836,0.6673129581846327,0.8366250841718426,,-1.272796801532402,,,,,-0.5365744653859649,,,-0.7780622752646704,-0.3077737219582179,-0.5705405980353285,,0.3746661497746169,,-0.6868956283247512,-0.45608771165701767,1.1567867386190442,,1.1975517129616136,,,,1.2988727529649389,,1.1585245520211889,-1.0559123842196687,,,-0.41821568081652843,
2013-10-09,,2.82408379226085,,,,-0.1212124759344209,,0.4699758822987584,,,,-0.2583231809800735,,-0.9116770934346611,1.4023543455397434,,,1.0956676279739583,0.1387697627035638,,,1.0877348113649272,,,,,,,,-0.05125409707833217,,-0.5706984595067773,,0.23550526937190952,,-0.36800603321508707,,,-0.5136746725038209,-0.42439515446931864,-1.5744333954272123,0.04585052538364038,-0.5852706946657711,,,-1.9743368437535431,0.8560001328885758,0.7994949731644961,,-1.1709173251802507,,,,,-0.7281373886879057,,,-0.523269888356716,-0.3184672606641054,-0.4820872320912364,,0.3928124116439711,,-1.2125607188933125,-0.5436548980935559,1.1331698382948647,,0.8563534325646045,,,,1.427489268562822,,1.1159312214894954,-1.2921346907058953,,,-0.25668179186419127,
2013-10-10,,2.74635748375614,,,,0.037519690677968176,,0.6771044971389004,,,,-0.5553861159219976,,-0.6330086851516077,1.3352182056954343,,,1.057936206772526,0.4051306013040949,,,1.1078554000317318,,,,,,,,-0.4672030885482208,,-0.6305988374145453,,0.27963028629683695,,-0.44098382406579406,,,-0.6713685427423796,-0.3616067194242356,-2.646773073711444,-0.022077974156614284,-0.24113835642105294,,,-1.4985802907972674,0.720792473730271,0.6429141468334755,,-1.1663810480973238,,,,,-0.45006839675765187,,,-0.2385980039059022,-0.1393442738861429,-0.3447629658482099,,0.4404158150849386,,-0.9632904047458114,-0.5494133048697405,1.182837182218668,,0.7447999218980718,,,,1.5095744007540595,,0.7480231751800225,-0.8472215757094171,,,-0.7683040051977805,
